product_id,sku_code,product_name,brand,category,packaging_type,volume_ml,alcohol_percentage,launch_date,product_status
6087,SKU06087,Amstel 501ml,Amstel,Cider,Bottle,287,3.56,2024-08-30,Discontinued
6088,SKU06088,Desperados 383ml,Amstel,Cider,Bottle,473,9.25,2021-11-21,Active
6089,SKU06089,Heineken 693ml,Desperados,Non-Alcoholic,Bottle,665,8.51,2024-07-01,Active
6090,SKU06090,Tiger 508ml,Amstel,Cider,Can,414,7.14,2021-08-27,Discontinued
6091,SKU06091,Heineken 296ml,Heineken,Non-Alcoholic,Keg,319,8.34,2022-05-05,Discontinued
6092,SKU06092,Birra Moretti 682ml,Heineken,Cider,Keg,599,7.29,2022-01-11,Discontinued
6093,SKU06093,Desperados 283ml,Amstel,Non-Alcoholic,Keg,346,4.0,2025-01-24,Discontinued
6094,SKU06094,Tiger 473ml,Heineken,Non-Alcoholic,Bottle,657,9.22,2021-04-05,Discontinued
6095,SKU06095,Heineken 280ml,Tiger,Cider,Bottle,366,6.61,2022-09-17,Active
6096,SKU06096,Amstel 513ml,Heineken,Cider,Bottle,577,5.43,2021-10-24,Discontinued
6097,SKU06097,Birra Moretti 253ml,Tiger,Cider,Bottle,335,3.95,2023-07-14,Discontinued
6098,SKU06098,Amstel 376ml,Heineken,Beer,Bottle,339,3.62,2021-10-19,Discontinued
6099,SKU06099,Desperados 582ml,Heineken,Non-Alcoholic,Can,334,6.36,2024-06-08,Discontinued
6100,SKU06100,Heineken 251ml,Heineken,Cider,Bottle,513,5.85,2025-10-16,Active
6101,SKU06101,Heineken 623ml,Heineken,Beer,Can,550,3.42,2024-09-01,Discontinued
6102,SKU06102,Amstel 391ml,Heineken,Beer,Bottle,523,8.33,2021-12-12,Discontinued
6103,SKU06103,Desperados 334ml,Birra Moretti,Beer,Can,424,3.35,2021-12-27,Active
6104,SKU06104,Heineken 454ml,Birra Moretti,Cider,Bottle,279,1.3,2021-01-18,Discontinued
6105,SKU06105,Desperados 328ml,Heineken,Non-Alcoholic,Keg,508,7.79,2021-06-28,Discontinued
6106,SKU06106,Heineken 351ml,Desperados,Beer,Bottle,492,6.15,2025-01-27,Active
6107,SKU06107,Desperados 548ml,Desperados,Non-Alcoholic,Bottle,671,6.74,2023-03-30,Discontinued
6108,SKU06108,Heineken 302ml,Desperados,Beer,Bottle,459,9.73,2023-10-31,Discontinued
6109,SKU06109,Birra Moretti 421ml,Tiger,Beer,Bottle,470,0.27,2024-04-24,Discontinued
6110,SKU06110,Birra Moretti 403ml,Desperados,Beer,Can,570,1.24,2023-04-07,Active
6111,SKU06111,Heineken 596ml,Heineken,Non-Alcoholic,Keg,563,4.93,2024-07-19,Active
6112,SKU06112,Birra Moretti 457ml,Desperados,Non-Alcoholic,Bottle,446,0.96,2022-02-23,Active
6113,SKU06113,Amstel 484ml,Amstel,Beer,Keg,485,8.8,2024-05-15,Discontinued
6114,SKU06114,Tiger 363ml,Desperados,Cider,Can,262,1.37,2025-03-25,Discontinued
6115,SKU06115,Amstel 361ml,Heineken,Cider,Bottle,525,9.17,2024-09-22,Discontinued
6116,SKU06116,Amstel 646ml,Tiger,Cider,Keg,636,2.76,2025-05-20,Active
6117,SKU06117,Birra Moretti 331ml,Amstel,Cider,Bottle,573,2.28,2025-01-01,Discontinued
6118,SKU06118,Heineken 457ml,Birra Moretti,Cider,Keg,420,3.58,2023-06-19,Discontinued
6119,SKU06119,Heineken 250ml,Birra Moretti,Beer,Can,699,3.19,2023-08-17,Discontinued
6120,SKU06120,Birra Moretti 393ml,Tiger,Cider,Keg,650,4.58,2025-08-29,Discontinued
6121,SKU06121,Heineken 361ml,Birra Moretti,Non-Alcoholic,Keg,635,6.81,2025-11-17,Active
6122,SKU06122,Tiger 361ml,Desperados,Cider,Keg,563,9.53,2023-08-31,Discontinued
6123,SKU06123,Heineken 309ml,Heineken,Cider,Can,374,5.41,2024-11-18,Active
6124,SKU06124,Amstel 296ml,Desperados,Non-Alcoholic,Keg,417,0.67,2021-12-07,Active
6125,SKU06125,Heineken 334ml,Heineken,Cider,Keg,660,9.96,2022-01-17,Active
6126,SKU06126,Tiger 301ml,Amstel,Cider,Can,515,2.99,2021-12-13,Discontinued
6127,SKU06127,Desperados 623ml,Desperados,Non-Alcoholic,Keg,563,0.33,2023-06-01,Discontinued
6128,SKU06128,Heineken 592ml,Birra Moretti,Beer,Bottle,667,6.18,2021-10-21,Active
6129,SKU06129,Desperados 426ml,Birra Moretti,Non-Alcoholic,Bottle,344,6.91,2023-10-20,Discontinued
6130,SKU06130,Heineken 386ml,Heineken,Beer,Bottle,461,5.02,2022-09-06,Discontinued
6131,SKU06131,Heineken 558ml,Tiger,Non-Alcoholic,Bottle,534,4.34,2023-07-09,Active
6132,SKU06132,Heineken 510ml,Birra Moretti,Beer,Can,604,5.41,2024-04-04,Discontinued
6133,SKU06133,Tiger 383ml,Tiger,Beer,Keg,677,7.54,2024-09-29,Active
6134,SKU06134,Tiger 590ml,Tiger,Cider,Bottle,602,4.58,2025-05-30,Discontinued
6135,SKU06135,Birra Moretti 441ml,Desperados,Non-Alcoholic,Bottle,567,9.91,2024-11-14,Active
6136,SKU06136,Birra Moretti 500ml,Tiger,Beer,Can,280,0.19,2022-02-07,Discontinued
6137,SKU06137,Heineken 611ml,Amstel,Non-Alcoholic,Keg,441,9.63,2024-07-29,Active
6138,SKU06138,Amstel 507ml,Tiger,Non-Alcoholic,Bottle,584,5.06,2021-08-27,Active
6139,SKU06139,Amstel 567ml,Tiger,Beer,Bottle,408,4.76,2023-05-21,Discontinued
6140,SKU06140,Birra Moretti 413ml,Birra Moretti,Beer,Keg,526,5.52,2024-12-12,Active
6141,SKU06141,Tiger 312ml,Amstel,Beer,Keg,348,0.88,2021-05-23,Active
6142,SKU06142,Heineken 697ml,Birra Moretti,Cider,Bottle,370,6.42,2022-02-08,Discontinued
6143,SKU06143,Birra Moretti 312ml,Birra Moretti,Non-Alcoholic,Bottle,260,2.11,2020-12-09,Active
6144,SKU06144,Birra Moretti 393ml,Tiger,Cider,Can,401,6.43,2022-09-19,Discontinued
6145,SKU06145,Tiger 256ml,Tiger,Non-Alcoholic,Bottle,600,3.94,2021-10-04,Discontinued
6146,SKU06146,Amstel 481ml,Heineken,Non-Alcoholic,Bottle,334,6.01,2023-12-14,Active
6147,SKU06147,Heineken 559ml,Amstel,Beer,Bottle,355,7.72,2023-04-19,Discontinued
6148,SKU06148,Desperados 634ml,Birra Moretti,Beer,Keg,519,6.13,2024-12-03,Discontinued
6149,SKU06149,Amstel 609ml,Tiger,Cider,Bottle,636,9.87,2023-02-09,Active
6150,SKU06150,Birra Moretti 280ml,Heineken,Non-Alcoholic,Can,483,6.49,2020-12-07,Discontinued
6151,SKU06151,Amstel 452ml,Tiger,Non-Alcoholic,Can,302,3.93,2021-09-21,Active
6152,SKU06152,Amstel 636ml,Amstel,Beer,Keg,251,2.0,2025-10-21,Active
6153,SKU06153,Desperados 541ml,Desperados,Non-Alcoholic,Can,409,7.54,2022-12-25,Discontinued
6154,SKU06154,Desperados 498ml,Tiger,Cider,Bottle,313,1.04,2024-12-15,Discontinued
6155,SKU06155,Desperados 485ml,Desperados,Non-Alcoholic,Can,622,1.0,2021-08-03,Discontinued
6156,SKU06156,Birra Moretti 537ml,Birra Moretti,Non-Alcoholic,Bottle,667,4.22,2023-02-17,Discontinued
6157,SKU06157,Tiger 678ml,Tiger,Cider,Bottle,476,9.55,2024-12-04,Discontinued
6158,SKU06158,Birra Moretti 635ml,Tiger,Cider,Bottle,399,4.69,2025-04-24,Active
6159,SKU06159,Desperados 611ml,Amstel,Beer,Can,253,1.16,2024-02-15,Active
6160,SKU06160,Heineken 399ml,Tiger,Non-Alcoholic,Can,333,1.07,2022-07-31,Active
6161,SKU06161,Tiger 468ml,Amstel,Cider,Bottle,506,2.76,2025-07-16,Discontinued
6162,SKU06162,Tiger 625ml,Amstel,Non-Alcoholic,Bottle,540,4.56,2024-02-06,Active
6163,SKU06163,Amstel 381ml,Tiger,Cider,Can,432,1.66,2021-09-16,Discontinued
6164,SKU06164,Birra Moretti 252ml,Birra Moretti,Non-Alcoholic,Can,662,7.33,2023-11-19,Discontinued
6165,SKU06165,Birra Moretti 669ml,Amstel,Cider,Bottle,613,2.81,2023-05-19,Active
6166,SKU06166,Desperados 526ml,Tiger,Beer,Keg,494,6.47,2024-08-31,Discontinued
6167,SKU06167,Birra Moretti 521ml,Tiger,Beer,Bottle,582,6.64,2023-02-18,Discontinued
6168,SKU06168,Heineken 394ml,Heineken,Cider,Keg,412,9.46,2024-08-13,Active
6169,SKU06169,Tiger 641ml,Tiger,Beer,Can,480,7.95,2025-09-15,Discontinued
6170,SKU06170,Amstel 609ml,Heineken,Cider,Keg,407,4.24,2022-09-15,Active
6171,SKU06171,Tiger 347ml,Desperados,Beer,Keg,616,3.89,2023-05-27,Discontinued
6172,SKU06172,Tiger 469ml,Heineken,Non-Alcoholic,Keg,657,6.18,2022-04-27,Discontinued
6173,SKU06173,Tiger 394ml,Amstel,Beer,Bottle,313,3.87,2022-09-06,Active
6174,SKU06174,Amstel 468ml,Amstel,Non-Alcoholic,Bottle,416,9.95,2022-08-07,Active
6175,SKU06175,Heineken 350ml,Heineken,Non-Alcoholic,Can,374,7.86,2021-11-02,Active
6176,SKU06176,Tiger 691ml,Heineken,Beer,Bottle,280,3.9,2022-07-20,Discontinued
6177,SKU06177,Heineken 324ml,Amstel,Beer,Bottle,270,4.99,2021-07-05,Active
6178,SKU06178,Amstel 669ml,Amstel,Non-Alcoholic,Keg,292,3.29,2024-01-14,Active
6179,SKU06179,Amstel 365ml,Desperados,Non-Alcoholic,Bottle,604,3.1,2025-08-30,Discontinued
6180,SKU06180,Birra Moretti 562ml,Tiger,Beer,Bottle,429,1.41,2023-11-14,Discontinued
6181,SKU06181,Desperados 601ml,Tiger,Beer,Bottle,264,1.37,2021-09-01,Active
6182,SKU06182,Desperados 535ml,Birra Moretti,Cider,Can,607,6.11,2023-10-05,Discontinued
6183,SKU06183,Desperados 453ml,Amstel,Beer,Bottle,389,9.13,2025-05-07,Active
6184,SKU06184,Desperados 252ml,Desperados,Beer,Bottle,560,8.3,2022-05-24,Active
6185,SKU06185,Desperados 411ml,Amstel,Cider,Can,664,4.97,2021-10-20,Discontinued
6186,SKU06186,Tiger 579ml,Amstel,Cider,Keg,316,3.22,2022-05-02,Active
6187,SKU06187,Heineken 513ml,Tiger,Non-Alcoholic,Can,531,8.23,2024-01-09,Discontinued
6188,SKU06188,Amstel 397ml,Desperados,Beer,Can,302,7.29,2022-11-12,Active
6189,SKU06189,Amstel 659ml,Tiger,Non-Alcoholic,Keg,417,0.24,2021-03-21,Discontinued
6190,SKU06190,Heineken 326ml,Heineken,Cider,Can,317,6.2,2023-04-03,Discontinued
6191,SKU06191,Heineken 340ml,Heineken,Cider,Can,504,7.75,2024-06-23,Discontinued
6192,SKU06192,Tiger 624ml,Birra Moretti,Non-Alcoholic,Keg,492,3.31,2021-10-18,Active
6193,SKU06193,Heineken 641ml,Heineken,Cider,Bottle,524,9.24,2021-09-22,Active
6194,SKU06194,Amstel 676ml,Desperados,Cider,Can,545,7.32,2021-02-13,Discontinued
6195,SKU06195,Birra Moretti 680ml,Heineken,Non-Alcoholic,Keg,354,2.2,2024-08-09,Active
6196,SKU06196,Tiger 547ml,Heineken,Non-Alcoholic,Can,265,9.16,2023-08-16,Active
6197,SKU06197,Tiger 340ml,Heineken,Non-Alcoholic,Can,519,7.02,2021-08-23,Discontinued
6198,SKU06198,Desperados 324ml,Amstel,Beer,Can,655,3.71,2024-06-06,Discontinued
6199,SKU06199,Amstel 571ml,Desperados,Cider,Can,577,3.96,2023-10-12,Active
6200,SKU06200,Desperados 642ml,Birra Moretti,Non-Alcoholic,Keg,354,5.03,2024-05-21,Discontinued
6201,SKU06201,Birra Moretti 587ml,Birra Moretti,Beer,Keg,277,7.0,2021-12-17,Active
6202,SKU06202,Tiger 421ml,Birra Moretti,Cider,Can,572,9.14,2023-05-16,Active
6203,SKU06203,Desperados 558ml,Birra Moretti,Cider,Can,656,5.78,2021-12-11,Active
6204,SKU06204,Birra Moretti 693ml,Amstel,Cider,Bottle,306,1.14,2023-11-30,Active
6205,SKU06205,Amstel 387ml,Birra Moretti,Cider,Can,254,3.17,2022-10-02,Discontinued
6206,SKU06206,Amstel 686ml,Amstel,Non-Alcoholic,Bottle,641,6.42,2025-02-26,Active
6207,SKU06207,Birra Moretti 258ml,Tiger,Non-Alcoholic,Keg,571,9.48,2023-08-04,Discontinued
6208,SKU06208,Heineken 572ml,Heineken,Non-Alcoholic,Can,412,1.79,2021-07-06,Active
6209,SKU06209,Heineken 435ml,Amstel,Non-Alcoholic,Can,313,8.16,2024-05-22,Active
6210,SKU06210,Heineken 548ml,Birra Moretti,Non-Alcoholic,Bottle,545,9.96,2023-10-07,Discontinued
6211,SKU06211,Amstel 586ml,Desperados,Non-Alcoholic,Can,375,8.46,2023-01-27,Discontinued
6212,SKU06212,Tiger 641ml,Amstel,Non-Alcoholic,Keg,596,4.8,2024-08-30,Active
6213,SKU06213,Amstel 692ml,Birra Moretti,Beer,Bottle,339,1.01,2023-09-14,Active
6214,SKU06214,Desperados 372ml,Heineken,Non-Alcoholic,Keg,586,1.16,2021-01-13,Discontinued
6215,SKU06215,Tiger 364ml,Amstel,Beer,Can,400,1.69,2024-10-10,Discontinued
6216,SKU06216,Birra Moretti 569ml,Birra Moretti,Beer,Bottle,251,4.39,2023-08-04,Discontinued
6217,SKU06217,Birra Moretti 574ml,Tiger,Cider,Bottle,529,9.46,2021-07-09,Discontinued
6218,SKU06218,Desperados 543ml,Amstel,Cider,Bottle,409,0.07,2024-06-13,Discontinued
6219,SKU06219,Birra Moretti 472ml,Tiger,Non-Alcoholic,Bottle,294,1.05,2021-09-25,Active
6220,SKU06220,Birra Moretti 625ml,Birra Moretti,Non-Alcoholic,Keg,307,1.03,2025-03-27,Discontinued
6221,SKU06221,Birra Moretti 562ml,Heineken,Beer,Can,385,7.78,2020-12-29,Discontinued
6222,SKU06222,Birra Moretti 409ml,Desperados,Cider,Bottle,456,4.59,2024-06-11,Active
6223,SKU06223,Tiger 273ml,Tiger,Non-Alcoholic,Keg,666,0.21,2024-01-07,Active
6224,SKU06224,Birra Moretti 464ml,Amstel,Non-Alcoholic,Bottle,452,9.6,2023-12-25,Active
6225,SKU06225,Amstel 678ml,Tiger,Beer,Bottle,649,4.95,2025-03-30,Discontinued
6226,SKU06226,Amstel 438ml,Amstel,Beer,Can,553,6.52,2021-05-10,Active
6227,SKU06227,Tiger 402ml,Tiger,Cider,Keg,679,9.45,2022-02-01,Discontinued
6228,SKU06228,Birra Moretti 519ml,Amstel,Non-Alcoholic,Bottle,464,1.71,2023-10-15,Active
6229,SKU06229,Tiger 571ml,Amstel,Non-Alcoholic,Bottle,680,3.95,2023-03-27,Discontinued
6230,SKU06230,Desperados 274ml,Desperados,Beer,Can,591,7.11,2021-12-05,Active
6231,SKU06231,Tiger 560ml,Desperados,Cider,Keg,684,7.55,2024-07-31,Active
6232,SKU06232,Desperados 325ml,Birra Moretti,Beer,Can,351,3.34,2025-03-12,Active
6233,SKU06233,Tiger 251ml,Heineken,Non-Alcoholic,Keg,513,4.48,2025-04-16,Active
6234,SKU06234,Amstel 591ml,Heineken,Non-Alcoholic,Keg,494,5.7,2023-03-01,Discontinued
6235,SKU06235,Amstel 543ml,Birra Moretti,Beer,Keg,530,7.0,2021-07-16,Active
6236,SKU06236,Amstel 606ml,Amstel,Beer,Keg,521,3.81,2025-06-24,Active
6237,SKU06237,Desperados 483ml,Amstel,Non-Alcoholic,Bottle,613,9.28,2021-10-17,Active
6238,SKU06238,Amstel 320ml,Heineken,Beer,Bottle,382,7.0,2022-01-06,Discontinued
6239,SKU06239,Amstel 604ml,Birra Moretti,Non-Alcoholic,Keg,329,0.54,2023-04-07,Active
6240,SKU06240,Heineken 286ml,Birra Moretti,Beer,Can,424,0.84,2023-09-04,Active
6241,SKU06241,Tiger 427ml,Heineken,Cider,Keg,558,8.66,2023-03-03,Active
6242,SKU06242,Heineken 620ml,Heineken,Non-Alcoholic,Bottle,634,9.29,2025-10-27,Discontinued
6243,SKU06243,Amstel 612ml,Tiger,Beer,Keg,368,1.62,2023-04-06,Discontinued
6244,SKU06244,Heineken 626ml,Heineken,Beer,Can,541,3.79,2021-07-02,Active
6245,SKU06245,Amstel 298ml,Heineken,Beer,Can,354,9.58,2021-12-21,Active
6246,SKU06246,Desperados 362ml,Birra Moretti,Beer,Keg,612,5.23,2021-09-13,Active
6247,SKU06247,Heineken 319ml,Amstel,Cider,Can,585,1.61,2025-07-05,Discontinued
6248,SKU06248,Tiger 561ml,Tiger,Cider,Can,357,5.72,2023-01-20,Active
6249,SKU06249,Heineken 418ml,Heineken,Non-Alcoholic,Can,487,1.64,2021-07-26,Active
6250,SKU06250,Heineken 260ml,Birra Moretti,Non-Alcoholic,Bottle,453,2.56,2024-04-19,Active
6251,SKU06251,Birra Moretti 590ml,Tiger,Non-Alcoholic,Bottle,690,9.7,2022-02-05,Active
6252,SKU06252,Desperados 449ml,Tiger,Cider,Keg,439,9.97,2024-03-27,Discontinued
6253,SKU06253,Tiger 591ml,Heineken,Beer,Bottle,643,0.09,2023-04-22,Discontinued
6254,SKU06254,Amstel 318ml,Desperados,Beer,Can,451,8.51,2024-04-26,Active
6255,SKU06255,Birra Moretti 402ml,Tiger,Non-Alcoholic,Bottle,541,4.93,2023-06-22,Discontinued
6256,SKU06256,Tiger 551ml,Desperados,Cider,Bottle,536,7.31,2022-09-21,Active
6257,SKU06257,Birra Moretti 589ml,Amstel,Beer,Keg,372,3.87,2024-07-03,Discontinued
6258,SKU06258,Tiger 349ml,Tiger,Non-Alcoholic,Can,444,9.74,2023-11-23,Discontinued
6259,SKU06259,Desperados 550ml,Birra Moretti,Cider,Bottle,424,0.26,2025-06-11,Active
6260,SKU06260,Heineken 308ml,Desperados,Beer,Can,630,4.7,2023-10-22,Active
6261,SKU06261,Birra Moretti 665ml,Birra Moretti,Cider,Bottle,434,8.46,2023-08-30,Active
6262,SKU06262,Amstel 290ml,Tiger,Non-Alcoholic,Keg,476,4.08,2025-08-17,Active
6263,SKU06263,Birra Moretti 497ml,Heineken,Beer,Bottle,657,4.43,2021-03-08,Discontinued
6264,SKU06264,Amstel 455ml,Desperados,Beer,Bottle,372,1.86,2022-11-26,Active
6265,SKU06265,Heineken 604ml,Amstel,Cider,Bottle,500,8.49,2021-05-24,Active
6266,SKU06266,Birra Moretti 443ml,Desperados,Non-Alcoholic,Keg,362,3.95,2021-11-10,Active
6267,SKU06267,Heineken 625ml,Amstel,Cider,Can,418,8.23,2022-01-26,Discontinued
6268,SKU06268,Heineken 493ml,Birra Moretti,Non-Alcoholic,Can,545,7.16,2022-05-18,Discontinued
6269,SKU06269,Birra Moretti 565ml,Heineken,Beer,Bottle,602,1.52,2025-07-19,Discontinued
6270,SKU06270,Amstel 298ml,Birra Moretti,Non-Alcoholic,Can,465,7.18,2022-12-22,Active
6271,SKU06271,Heineken 479ml,Heineken,Beer,Bottle,493,0.64,2025-08-08,Discontinued
6272,SKU06272,Heineken 548ml,Tiger,Cider,Bottle,312,9.12,2024-12-30,Active
6273,SKU06273,Amstel 550ml,Birra Moretti,Non-Alcoholic,Bottle,541,0.33,2021-06-02,Active
6274,SKU06274,Birra Moretti 654ml,Desperados,Non-Alcoholic,Keg,518,8.77,2024-04-30,Discontinued
6275,SKU06275,Tiger 542ml,Desperados,Cider,Keg,421,9.11,2024-09-27,Active
6276,SKU06276,Heineken 515ml,Tiger,Non-Alcoholic,Bottle,307,5.56,2020-12-19,Active
6277,SKU06277,Heineken 341ml,Tiger,Cider,Keg,329,6.01,2024-08-20,Discontinued
6278,SKU06278,Tiger 257ml,Birra Moretti,Non-Alcoholic,Bottle,594,1.04,2024-11-28,Active
6279,SKU06279,Amstel 251ml,Heineken,Beer,Bottle,384,7.32,2021-03-01,Discontinued
6280,SKU06280,Heineken 452ml,Heineken,Cider,Can,662,1.74,2024-10-16,Discontinued
6281,SKU06281,Birra Moretti 448ml,Desperados,Cider,Can,354,9.67,2022-03-27,Discontinued
6282,SKU06282,Desperados 545ml,Heineken,Cider,Can,302,3.53,2024-09-27,Discontinued
6283,SKU06283,Desperados 512ml,Amstel,Cider,Can,577,5.79,2021-12-30,Active
6284,SKU06284,Amstel 287ml,Desperados,Cider,Keg,278,1.58,2024-03-14,Discontinued
6285,SKU06285,Desperados 565ml,Heineken,Cider,Keg,468,6.62,2023-04-29,Discontinued
6286,SKU06286,Desperados 615ml,Birra Moretti,Cider,Can,658,3.22,2025-10-25,Active
6287,SKU06287,Tiger 318ml,Tiger,Cider,Can,486,1.96,2022-11-12,Discontinued
6288,SKU06288,Heineken 577ml,Birra Moretti,Cider,Can,438,3.87,2024-11-14,Active
6289,SKU06289,Desperados 685ml,Heineken,Cider,Bottle,477,6.03,2024-10-14,Active
6290,SKU06290,Desperados 415ml,Heineken,Cider,Bottle,429,2.0,2021-04-10,Active
6291,SKU06291,Birra Moretti 422ml,Tiger,Non-Alcoholic,Bottle,699,6.46,2023-12-13,Discontinued
6292,SKU06292,Amstel 303ml,Heineken,Cider,Can,308,5.7,2025-02-09,Active
6293,SKU06293,Birra Moretti 378ml,Tiger,Beer,Can,362,2.78,2024-09-01,Discontinued
6294,SKU06294,Tiger 274ml,Tiger,Cider,Keg,548,3.82,2025-07-09,Discontinued
6295,SKU06295,Desperados 534ml,Desperados,Cider,Can,250,5.86,2023-09-27,Discontinued
6296,SKU06296,Heineken 459ml,Desperados,Non-Alcoholic,Bottle,424,0.96,2021-10-04,Discontinued
6297,SKU06297,Desperados 464ml,Heineken,Non-Alcoholic,Keg,580,7.43,2022-05-28,Discontinued
6298,SKU06298,Heineken 464ml,Birra Moretti,Beer,Bottle,417,4.01,2023-07-21,Active
6299,SKU06299,Desperados 582ml,Heineken,Beer,Keg,689,4.38,2021-09-23,Discontinued
6300,SKU06300,Tiger 697ml,Desperados,Cider,Bottle,651,0.44,2023-08-11,Active
6301,SKU06301,Tiger 264ml,Birra Moretti,Non-Alcoholic,Bottle,539,5.51,2021-11-16,Discontinued
6302,SKU06302,Tiger 548ml,Amstel,Non-Alcoholic,Can,488,1.81,2025-04-22,Discontinued
6303,SKU06303,Birra Moretti 384ml,Heineken,Cider,Keg,491,6.49,2025-08-15,Active
6304,SKU06304,Heineken 552ml,Heineken,Beer,Keg,273,0.77,2022-09-01,Discontinued
6305,SKU06305,Amstel 299ml,Tiger,Beer,Bottle,356,3.49,2025-05-07,Discontinued
6306,SKU06306,Birra Moretti 642ml,Tiger,Non-Alcoholic,Keg,590,8.76,2021-06-11,Active
6307,SKU06307,Heineken 465ml,Desperados,Cider,Can,276,6.51,2023-12-15,Discontinued
6308,SKU06308,Amstel 642ml,Heineken,Beer,Bottle,337,9.34,2021-08-12,Discontinued
6309,SKU06309,Birra Moretti 543ml,Tiger,Cider,Keg,690,6.15,2021-03-31,Active
6310,SKU06310,Heineken 479ml,Birra Moretti,Cider,Bottle,605,7.18,2021-07-12,Active
6311,SKU06311,Birra Moretti 446ml,Amstel,Non-Alcoholic,Keg,315,5.85,2025-04-29,Discontinued
6312,SKU06312,Heineken 319ml,Heineken,Non-Alcoholic,Keg,660,0.4,2021-09-10,Active
6313,SKU06313,Heineken 351ml,Desperados,Non-Alcoholic,Bottle,667,9.66,2021-03-09,Active
6314,SKU06314,Tiger 358ml,Desperados,Non-Alcoholic,Can,689,1.12,2021-06-13,Discontinued
6315,SKU06315,Desperados 321ml,Heineken,Non-Alcoholic,Keg,425,0.32,2025-07-05,Discontinued
6316,SKU06316,Desperados 259ml,Amstel,Non-Alcoholic,Keg,545,8.27,2025-11-03,Active
6317,SKU06317,Tiger 561ml,Desperados,Beer,Bottle,366,6.14,2021-02-10,Discontinued
6318,SKU06318,Heineken 674ml,Birra Moretti,Beer,Can,690,4.97,2021-12-18,Active
6319,SKU06319,Amstel 522ml,Desperados,Cider,Can,516,2.48,2023-09-08,Discontinued
6320,SKU06320,Desperados 649ml,Desperados,Beer,Bottle,308,6.61,2025-09-07,Discontinued
6321,SKU06321,Heineken 600ml,Tiger,Cider,Can,384,0.51,2021-09-16,Discontinued
6322,SKU06322,Desperados 683ml,Amstel,Beer,Can,283,7.58,2023-10-18,Active
6323,SKU06323,Heineken 520ml,Amstel,Beer,Bottle,654,7.19,2021-06-06,Discontinued
6324,SKU06324,Heineken 255ml,Birra Moretti,Non-Alcoholic,Keg,304,5.12,2022-03-23,Active
6325,SKU06325,Desperados 264ml,Tiger,Non-Alcoholic,Keg,698,0.29,2024-06-07,Active
6326,SKU06326,Amstel 493ml,Heineken,Beer,Bottle,655,8.89,2022-10-26,Discontinued
6327,SKU06327,Tiger 250ml,Tiger,Cider,Bottle,529,8.44,2025-01-01,Discontinued
6328,SKU06328,Birra Moretti 610ml,Birra Moretti,Cider,Keg,576,1.47,2023-09-05,Discontinued
6329,SKU06329,Tiger 564ml,Birra Moretti,Cider,Can,696,0.57,2021-06-20,Discontinued
6330,SKU06330,Desperados 302ml,Desperados,Cider,Bottle,340,5.54,2023-02-06,Active
6331,SKU06331,Heineken 551ml,Tiger,Beer,Keg,422,5.22,2022-04-27,Discontinued
6332,SKU06332,Heineken 498ml,Birra Moretti,Non-Alcoholic,Can,370,9.94,2022-04-30,Active
6333,SKU06333,Tiger 399ml,Tiger,Beer,Keg,327,1.65,2024-12-22,Discontinued
6334,SKU06334,Heineken 379ml,Heineken,Cider,Can,414,5.88,2025-03-13,Active
6335,SKU06335,Heineken 699ml,Birra Moretti,Beer,Can,319,7.35,2021-01-15,Active
6336,SKU06336,Tiger 576ml,Desperados,Non-Alcoholic,Keg,314,8.12,2024-02-28,Active
6337,SKU06337,Heineken 410ml,Birra Moretti,Beer,Keg,558,0.77,2021-06-02,Active
6338,SKU06338,Desperados 295ml,Desperados,Beer,Bottle,679,3.15,2023-01-12,Discontinued
6339,SKU06339,Desperados 463ml,Birra Moretti,Beer,Can,600,5.74,2022-05-16,Active
6340,SKU06340,Tiger 468ml,Heineken,Beer,Bottle,497,7.59,2022-12-30,Discontinued
6341,SKU06341,Desperados 579ml,Tiger,Cider,Can,682,9.84,2025-04-20,Discontinued
6342,SKU06342,Tiger 666ml,Desperados,Beer,Can,420,7.57,2025-07-03,Discontinued
6343,SKU06343,Desperados 451ml,Tiger,Cider,Bottle,365,7.59,2021-09-17,Discontinued
6344,SKU06344,Birra Moretti 455ml,Heineken,Cider,Bottle,507,3.41,2021-11-11,Active
6345,SKU06345,Amstel 261ml,Heineken,Cider,Keg,412,0.59,2024-07-20,Discontinued
6346,SKU06346,Birra Moretti 594ml,Amstel,Cider,Bottle,328,0.11,2025-07-19,Discontinued
6347,SKU06347,Heineken 267ml,Birra Moretti,Non-Alcoholic,Can,443,2.5,2025-05-10,Active
6348,SKU06348,Heineken 349ml,Tiger,Non-Alcoholic,Keg,492,3.84,2021-09-03,Discontinued
6349,SKU06349,Amstel 574ml,Birra Moretti,Cider,Bottle,601,7.93,2022-04-02,Active
6350,SKU06350,Desperados 598ml,Amstel,Beer,Can,507,1.12,2023-01-23,Discontinued
6351,SKU06351,Birra Moretti 546ml,Birra Moretti,Cider,Can,275,6.14,2025-01-24,Discontinued
6352,SKU06352,Birra Moretti 539ml,Tiger,Cider,Can,263,3.04,2024-12-25,Active
6353,SKU06353,Desperados 391ml,Desperados,Non-Alcoholic,Bottle,458,9.67,2024-12-03,Active
6354,SKU06354,Desperados 455ml,Tiger,Beer,Can,658,8.34,2020-12-05,Discontinued
